path,label
data/raw/Acute Otitis Media/aom (186).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (241).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (558).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (70).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (19).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (501).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (175).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (486).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (109).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (518).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (592).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (279).jpg,Acute Otitis Media
data/raw/Normal/norm (445).jpg,Normal
data/raw/Chronic Otitis Media/com (298).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (563).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (367).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (491).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (394).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (131).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (448).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (436).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (163).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (151).jpg,Cerumen Impaction
data/raw/Normal/norm (59).jpg,Normal
data/raw/Myringosclerosis/mys (490).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (483).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (565).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (36).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (428).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (476).jpg,Acute Otitis Media
data/raw/Normal/norm (6).jpg,Normal
data/raw/Cerumen Impaction/ci (507).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (302).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (307).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (405).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (183).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (169).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (331).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (343).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (524).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (194).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (349).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (416).jpg,Acute Otitis Media
data/raw/Normal/norm (571).jpg,Normal
data/raw/Myringosclerosis/mys (88).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (87).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (493).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (68).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (15).jpg,Cerumen Impaction
data/raw/Normal/norm (53).jpg,Normal
data/raw/Chronic Otitis Media/com (144).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (531).jpg,Cerumen Impaction
data/raw/Normal/norm (2).jpg,Normal
data/raw/Myringosclerosis/mys (233).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (428).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (192).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (378).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (304).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (140).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (357).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (12).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (300).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (178).jpg,Acute Otitis Media
data/raw/Normal/norm (320).jpg,Normal
data/raw/Chronic Otitis Media/com (303).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (293).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (169).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (353).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (74).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (324).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (546).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (288).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (80).jpg,Acute Otitis Media
data/raw/Normal/norm (141).jpg,Normal
data/raw/Cerumen Impaction/ci (78).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (45).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (292).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (41).jpg,Chronic Otitis Media
data/raw/Normal/norm (510).jpg,Normal
data/raw/Normal/norm (459).jpg,Normal
data/raw/Cerumen Impaction/ci (53).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (447).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (220).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (408).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (545).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (92).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (389).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (396).jpg,Cerumen Impaction
data/raw/Normal/norm (273).jpg,Normal
data/raw/Cerumen Impaction/ci (346).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (428).jpg,Acute Otitis Media
data/raw/Normal/norm (591).jpg,Normal
data/raw/Myringosclerosis/mys (21).jpg,Myringosclerosis
data/raw/Normal/norm (328).jpg,Normal
data/raw/Myringosclerosis/mys (123).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (236).jpg,Chronic Otitis Media
data/raw/Normal/norm (175).jpg,Normal
data/raw/Normal/norm (299).jpg,Normal
data/raw/Myringosclerosis/mys (16).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (359).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (478).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (179).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (95).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (280).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (539).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (171).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (481).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (332).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (260).jpg,Myringosclerosis
data/raw/Normal/norm (229).jpg,Normal
data/raw/Myringosclerosis/mys (162).jpg,Myringosclerosis
data/raw/Normal/norm (484).jpg,Normal
data/raw/Normal/norm (593).jpg,Normal
data/raw/Myringosclerosis/mys (72).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (468).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (142).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (315).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (364).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (421).jpg,Acute Otitis Media
data/raw/Normal/norm (446).jpg,Normal
data/raw/Acute Otitis Media/aom (317).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (254).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (375).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (219).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (247).jpg,Myringosclerosis
data/raw/Normal/norm (404).jpg,Normal
data/raw/Chronic Otitis Media/com (80).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (542).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (80).jpg,Myringosclerosis
data/raw/Normal/norm (447).jpg,Normal
data/raw/Acute Otitis Media/aom (198).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (418).jpg,Chronic Otitis Media
data/raw/Normal/norm (498).jpg,Normal
data/raw/Chronic Otitis Media/com (284).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (545).jpg,Acute Otitis Media
data/raw/Normal/norm (47).jpg,Normal
data/raw/Acute Otitis Media/aom (107).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (215).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (498).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (362).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (79).jpg,Chronic Otitis Media
data/raw/Normal/norm (8).jpg,Normal
data/raw/Myringosclerosis/mys (458).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (466).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (191).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (241).jpg,Acute Otitis Media
data/raw/Normal/norm (479).jpg,Normal
data/raw/Myringosclerosis/mys (225).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (535).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (510).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (133).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (76).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (86).jpg,Chronic Otitis Media
data/raw/Normal/norm (467).jpg,Normal
data/raw/Myringosclerosis/mys (254).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (495).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (502).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (141).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (457).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (72).jpg,Cerumen Impaction
data/raw/Normal/norm (301).jpg,Normal
data/raw/Chronic Otitis Media/com (15).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (261).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (580).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (439).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (578).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (88).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (251).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (376).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (518).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (211).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (150).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (324).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (111).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (286).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (267).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (477).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (269).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (452).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (290).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (469).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (591).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (512).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (474).jpg,Acute Otitis Media
data/raw/Normal/norm (180).jpg,Normal
data/raw/Acute Otitis Media/aom (503).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (251).jpg,Acute Otitis Media
data/raw/Normal/norm (492).jpg,Normal
data/raw/Chronic Otitis Media/com (544).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (31).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (523).jpg,Chronic Otitis Media
data/raw/Normal/norm (339).jpg,Normal
data/raw/Acute Otitis Media/aom (507).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (564).jpg,Acute Otitis Media
data/raw/Normal/norm (430).jpg,Normal
data/raw/Acute Otitis Media/aom (447).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (408).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (129).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (526).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (464).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (145).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (39).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (448).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (70).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (247).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (456).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (195).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (55).jpg,Cerumen Impaction
data/raw/Normal/norm (508).jpg,Normal
data/raw/Acute Otitis Media/aom (347).jpg,Acute Otitis Media
data/raw/Normal/norm (19).jpg,Normal
data/raw/Cerumen Impaction/ci (407).jpg,Cerumen Impaction
data/raw/Normal/norm (287).jpg,Normal
data/raw/Chronic Otitis Media/com (450).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (369).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (454).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (270).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (336).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (544).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (184).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (118).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (596).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (203).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (595).jpg,Cerumen Impaction
data/raw/Normal/norm (227).jpg,Normal
data/raw/Cerumen Impaction/ci (107).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (193).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (292).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (105).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (465).jpg,Acute Otitis Media
data/raw/Normal/norm (236).jpg,Normal
data/raw/Myringosclerosis/mys (121).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (238).jpg,Acute Otitis Media
data/raw/Normal/norm (482).jpg,Normal
data/raw/Normal/norm (344).jpg,Normal
data/raw/Chronic Otitis Media/com (270).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (193).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (413).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (14).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (184).jpg,Cerumen Impaction
data/raw/Normal/norm (357).jpg,Normal
data/raw/Chronic Otitis Media/com (403).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (47).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (307).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (593).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (271).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (63).jpg,Acute Otitis Media
data/raw/Normal/norm (99).jpg,Normal
data/raw/Acute Otitis Media/aom (161).jpg,Acute Otitis Media
data/raw/Normal/norm (190).jpg,Normal
data/raw/Acute Otitis Media/aom (166).jpg,Acute Otitis Media
data/raw/Normal/norm (425).jpg,Normal
data/raw/Normal/norm (71).jpg,Normal
data/raw/Myringosclerosis/mys (86).jpg,Myringosclerosis
data/raw/Normal/norm (36).jpg,Normal
data/raw/Chronic Otitis Media/com (259).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (304).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (31).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (5).jpg,Acute Otitis Media
data/raw/Normal/norm (444).jpg,Normal
data/raw/Myringosclerosis/mys (137).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (103).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (354).jpg,Chronic Otitis Media
data/raw/Normal/norm (224).jpg,Normal
data/raw/Acute Otitis Media/aom (248).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (277).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (467).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (403).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (157).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (130).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (7).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (240).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (132).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (37).jpg,Myringosclerosis
data/raw/Normal/norm (304).jpg,Normal
data/raw/Normal/norm (284).jpg,Normal
data/raw/Chronic Otitis Media/com (449).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (522).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (434).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (115).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (488).jpg,Acute Otitis Media
data/raw/Normal/norm (319).jpg,Normal
data/raw/Chronic Otitis Media/com (49).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (16).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (287).jpg,Myringosclerosis
data/raw/Normal/norm (49).jpg,Normal
data/raw/Acute Otitis Media/aom (299).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (127).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (557).jpg,Cerumen Impaction
data/raw/Normal/norm (555).jpg,Normal
data/raw/Cerumen Impaction/ci (362).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (113).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (77).jpg,Myringosclerosis
data/raw/Normal/norm (441).jpg,Normal
data/raw/Normal/norm (257).jpg,Normal
data/raw/Myringosclerosis/mys (177).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (305).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (86).jpg,Cerumen Impaction
data/raw/Normal/norm (160).jpg,Normal
data/raw/Myringosclerosis/mys (201).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (37).jpg,Cerumen Impaction
data/raw/Normal/norm (560).jpg,Normal
data/raw/Normal/norm (359).jpg,Normal
data/raw/Cerumen Impaction/ci (70).jpg,Cerumen Impaction
data/raw/Normal/norm (283).jpg,Normal
data/raw/Normal/norm (243).jpg,Normal
data/raw/Acute Otitis Media/aom (336).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (434).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (579).jpg,Cerumen Impaction
data/raw/Normal/norm (420).jpg,Normal
data/raw/Myringosclerosis/mys (124).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (114).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (223).jpg,Acute Otitis Media
data/raw/Normal/norm (250).jpg,Normal
data/raw/Normal/norm (371).jpg,Normal
data/raw/Chronic Otitis Media/com (65).jpg,Chronic Otitis Media
data/raw/Normal/norm (7).jpg,Normal
data/raw/Normal/norm (434).jpg,Normal
data/raw/Myringosclerosis/mys (245).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (585).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (141).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (147).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (402).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (437).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (77).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (590).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (348).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (309).jpg,Acute Otitis Media
data/raw/Normal/norm (147).jpg,Normal
data/raw/Acute Otitis Media/aom (477).jpg,Acute Otitis Media
data/raw/Normal/norm (338).jpg,Normal
data/raw/Normal/norm (282).jpg,Normal
data/raw/Chronic Otitis Media/com (59).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (518).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (412).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (514).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (549).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (173).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (465).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (82).jpg,Myringosclerosis
data/raw/Normal/norm (151).jpg,Normal
data/raw/Normal/norm (312).jpg,Normal
data/raw/Cerumen Impaction/ci (556).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (304).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (549).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (482).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (276).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (295).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (217).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (122).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (164).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (332).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (303).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (287).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (30).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (198).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (344).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (232).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (539).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (25).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (136).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (33).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (480).jpg,Myringosclerosis
data/raw/Normal/norm (148).jpg,Normal
data/raw/Chronic Otitis Media/com (538).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (505).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (497).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (275).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (156).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (256).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (308).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (289).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (295).jpg,Cerumen Impaction
data/raw/Normal/norm (502).jpg,Normal
data/raw/Normal/norm (79).jpg,Normal
data/raw/Acute Otitis Media/aom (275).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (479).jpg,Chronic Otitis Media
data/raw/Normal/norm (159).jpg,Normal
data/raw/Normal/norm (230).jpg,Normal
data/raw/Normal/norm (41).jpg,Normal
data/raw/Cerumen Impaction/ci (262).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (78).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (201).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (409).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (484).jpg,Chronic Otitis Media
data/raw/Normal/norm (362).jpg,Normal
data/raw/Normal/norm (219).jpg,Normal
data/raw/Chronic Otitis Media/com (338).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (331).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (535).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (30).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (65).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (31).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (343).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (461).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (153).jpg,Chronic Otitis Media
data/raw/Normal/norm (326).jpg,Normal
data/raw/Normal/norm (490).jpg,Normal
data/raw/Normal/norm (322).jpg,Normal
data/raw/Chronic Otitis Media/com (350).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (481).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (585).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (61).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (551).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (120).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (75).jpg,Chronic Otitis Media
data/raw/Normal/norm (377).jpg,Normal
data/raw/Myringosclerosis/mys (459).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (112).jpg,Myringosclerosis
data/raw/Normal/norm (89).jpg,Normal
data/raw/Acute Otitis Media/aom (226).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (395).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (528).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (547).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (27).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (119).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (362).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (492).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (560).jpg,Chronic Otitis Media
data/raw/Normal/norm (515).jpg,Normal
data/raw/Myringosclerosis/mys (51).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (576).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (543).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (94).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (447).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (377).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (479).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (26).jpg,Myringosclerosis
data/raw/Normal/norm (360).jpg,Normal
data/raw/Cerumen Impaction/ci (458).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (248).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (104).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (253).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (283).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (214).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (535).jpg,Chronic Otitis Media
data/raw/Normal/norm (376).jpg,Normal
data/raw/Myringosclerosis/mys (168).jpg,Myringosclerosis
data/raw/Normal/norm (550).jpg,Normal
data/raw/Chronic Otitis Media/com (168).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (282).jpg,Acute Otitis Media
data/raw/Normal/norm (456).jpg,Normal
data/raw/Acute Otitis Media/aom (551).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (7).jpg,Myringosclerosis
